customer_id,customer_age,employment_type,branch_category,monthly_salary,credit_score,savings_balance,dti_ratio,existing_loans,monthly_expenses,customer_risk_score,recommended_loan_scheme
CUST-12516,39,Salaried-Corporate,Tier-1-Metro,10800.0,762,76900.0,24.1,2,3100.0,25,Super-Prime Privilege Loan
CUST-12517,54,Salaried-Corporate,Tier-3-SemiUrban,4800.0,698,6000.0,36.3,2,2000.0,47,Enterprise Preferred Express Loan
CUST-12518,30,Self-Employed-Business,Tier-1-Metro,5100.0,646,35100.0,43.3,2,2800.0,54,Standard Credit Builder Loan
CUST-12519,45,Self-Employed-Professional,Rural,8800.0,770,57100.0,50.6,1,5200.0,38,Guaranteed Secured Loan
CUST-12520,22,Salaried-Corporate,Tier-1-Metro,11000.0,838,47100.0,28.6,0,3700.0,14,Super-Prime Privilege Loan
CUST-12521,31,Salaried-Corporate,Tier-3-SemiUrban,2000.0,768,5600.0,24.9,1,900.0,28,Standard Credit Builder Loan
CUST-12522,51,Self-Employed-Business,Tier-1-Metro,16800.0,682,59500.0,28.2,1,5000.0,35,Enterprise Preferred Express Loan
CUST-12523,35,Self-Employed-Business,Tier-1-Metro,6700.0,639,52000.0,23.2,2,1800.0,42,Standard Credit Builder Loan
CUST-12524,29,Salaried-Corporate,Tier-3-SemiUrban,4000.0,721,8100.0,38.7,2,2200.0,46,Enterprise Preferred Express Loan
CUST-12525,43,Self-Employed-Business,Tier-3-SemiUrban,15800.0,775,76600.0,51.8,0,8800.0,32,Guaranteed Secured Loan
CUST-12526,39,Salaried-Corporate,Tier-1-Metro,8800.0,681,9900.0,13.9,1,1700.0,31,Enterprise Preferred Express Loan
CUST-12527,29,Salaried-Corporate,Tier-2-Urban,18600.0,688,39700.0,34.4,1,6700.0,40,Enterprise Preferred Express Loan
CUST-12528,55,Self-Employed-Business,Tier-2-Urban,11600.0,850,72200.0,50.2,1,6100.0,27,Guaranteed Secured Loan
CUST-12529,41,Self-Employed-Professional,Tier-3-SemiUrban,8900.0,791,24600.0,12.7,1,1800.0,16,Super-Prime Privilege Loan
CUST-12530,29,Salaried-Govt,Tier-1-Metro,8200.0,796,64700.0,31.2,0,3000.0,19,Super-Prime Privilege Loan
CUST-12531,48,Self-Employed-Professional,Tier-2-Urban,12000.0,600,51100.0,48.7,0,6600.0,54,Standard Credit Builder Loan
CUST-12532,66,Salaried-Govt,Tier-2-Urban,7000.0,657,30600.0,50.3,2,4300.0,58,Guaranteed Secured Loan
CUST-12533,27,Self-Employed-Business,Tier-1-Metro,5400.0,716,4200.0,32.2,0,2400.0,35,Enterprise Preferred Express Loan
CUST-12534,36,Salaried-Govt,Tier-3-SemiUrban,12900.0,635,99000.0,9.2,2,1500.0,29,Standard Credit Builder Loan
CUST-12535,36,Self-Employed-Professional,Tier-1-Metro,8200.0,830,14800.0,13.0,1,1400.0,13,Super-Prime Privilege Loan
CUST-12536,53,Self-Employed-Professional,Tier-1-Metro,9100.0,816,41300.0,35.6,3,3600.0,33,Enterprise Preferred Express Loan
CUST-12537,24,Salaried-Corporate,Tier-2-Urban,17200.0,670,59600.0,13.8,4,3200.0,39,Standard Credit Builder Loan
CUST-12538,24,Self-Employed-Professional,Tier-2-Urban,8400.0,844,30400.0,15.0,1,1700.0,11,Super-Prime Privilege Loan
CUST-12539,59,Self-Employed-Professional,Tier-1-Metro,9000.0,710,47900.0,44.3,1,4600.0,42,Enterprise Preferred Express Loan
CUST-12540,60,Self-Employed-Business,Tier-1-Metro,6200.0,850,33900.0,43.3,1,3500.0,27,Enterprise Preferred Express Loan
CUST-12541,37,Salaried-Corporate,Rural,11600.0,721,19200.0,47.6,0,6200.0,42,Standard Credit Builder Loan
CUST-12542,57,Self-Employed-Professional,Tier-1-Metro,11000.0,753,46700.0,13.0,0,2000.0,15,Super-Prime Privilege Loan
CUST-12543,59,Self-Employed-Professional,Tier-2-Urban,15400.0,815,99000.0,17.3,1,3000.0,9,Super-Prime Privilege Loan
CUST-12544,49,Salaried-Corporate,Tier-2-Urban,6300.0,806,24100.0,47.1,2,3300.0,39,Standard Credit Builder Loan
CUST-12545,56,Gig-Worker,Tier-1-Metro,6800.0,748,11900.0,41.9,0,3300.0,36,Enterprise Preferred Express Loan
CUST-12546,58,Salaried-Corporate,Rural,14400.0,699,41000.0,45.9,1,7400.0,45,Standard Credit Builder Loan
CUST-12547,59,Salaried-Corporate,Tier-2-Urban,10400.0,749,21800.0,54.5,1,6400.0,46,Guaranteed Secured Loan
CUST-12548,57,Salaried-Govt,Tier-2-Urban,5200.0,649,7500.0,48.6,2,2800.0,60,Standard Credit Builder Loan
CUST-12549,55,Salaried-Govt,Tier-2-Urban,19600.0,721,65300.0,32.5,0,6700.0,28,Enterprise Preferred Express Loan
CUST-12550,27,Self-Employed-Business,Tier-2-Urban,3200.0,627,14600.0,22.6,0,1300.0,38,Standard Credit Builder Loan
CUST-12551,47,Salaried-Corporate,Tier-2-Urban,14300.0,576,15000.0,34.8,2,5500.0,60,Guaranteed Secured Loan
CUST-12552,48,Gig-Worker,Tier-3-SemiUrban,4200.0,714,21100.0,38.0,0,1900.0,37,Enterprise Preferred Express Loan
CUST-12553,42,Salaried-Corporate,Tier-1-Metro,27800.0,805,220900.0,23.8,1,7000.0,5,Super-Prime Privilege Loan
CUST-12554,34,Salaried-Corporate,Tier-1-Metro,3500.0,779,27100.0,44.2,1,2300.0,36,Enterprise Preferred Express Loan
CUST-12555,27,Salaried-Corporate,Tier-1-Metro,17900.0,704,120300.0,12.4,1,3000.0,17,Enterprise Preferred Express Loan
CUST-12556,57,Salaried-Govt,Tier-1-Metro,8500.0,841,21200.0,44.6,1,4300.0,30,Enterprise Preferred Express Loan
CUST-12557,42,Self-Employed-Professional,Tier-1-Metro,7200.0,667,4800.0,9.5,2,1300.0,35,Standard Credit Builder Loan
CUST-12558,25,Self-Employed-Business,Tier-3-SemiUrban,10000.0,566,67500.0,31.4,0,3500.0,46,Guaranteed Secured Loan
CUST-12559,22,Self-Employed-Professional,Tier-2-Urban,13100.0,546,12000.0,48.5,0,7000.0,64,Guaranteed Secured Loan
CUST-12560,47,Salaried-Corporate,Tier-2-Urban,5200.0,621,10600.0,12.1,1,900.0,37,Standard Credit Builder Loan
CUST-12561,41,Salaried-Govt,Tier-2-Urban,5500.0,771,25200.0,32.3,1,2100.0,30,Enterprise Preferred Express Loan
CUST-12562,58,Salaried-Govt,Tier-3-SemiUrban,13200.0,662,24300.0,15.5,1,2200.0,33,Standard Credit Builder Loan
CUST-12563,35,Salaried-Govt,Tier-2-Urban,3200.0,745,21600.0,50.1,2,2000.0,48,Guaranteed Secured Loan
CUST-12564,41,Salaried-Corporate,Tier-3-SemiUrban,6300.0,833,39900.0,47.1,2,3700.0,34,Standard Credit Builder Loan
CUST-12565,30,Self-Employed-Business,Tier-1-Metro,35000.0,627,215900.0,51.9,0,19000.0,36,Guaranteed Secured Loan
CUST-12566,43,Salaried-Govt,Tier-3-SemiUrban,5000.0,746,33100.0,49.1,0,3100.0,38,Standard Credit Builder Loan
CUST-12567,59,Self-Employed-Business,Tier-2-Urban,17800.0,750,38200.0,42.6,0,8200.0,34,Enterprise Preferred Express Loan
CUST-12568,25,Salaried-Govt,Tier-1-Metro,6300.0,645,37600.0,16.7,2,1400.0,38,Standard Credit Builder Loan
CUST-12569,21,Salaried-Corporate,Tier-2-Urban,12200.0,812,38600.0,22.2,1,3200.0,18,Super-Prime Privilege Loan
CUST-12570,33,Self-Employed-Business,Tier-2-Urban,13300.0,688,73200.0,31.4,1,4800.0,35,Enterprise Preferred Express Loan
CUST-12571,41,Salaried-Corporate,Tier-1-Metro,17600.0,681,24900.0,35.7,2,6800.0,47,Enterprise Preferred Express Loan
CUST-12572,46,Self-Employed-Professional,Tier-2-Urban,7900.0,850,45800.0,44.8,1,3800.0,26,Enterprise Preferred Express Loan
CUST-12573,65,Self-Employed-Business,Tier-1-Metro,29500.0,749,229800.0,18.7,0,6200.0,5,Enterprise Preferred Express Loan
CUST-12574,41,Salaried-Corporate,Tier-1-Metro,6300.0,779,5200.0,14.0,1,1200.0,20,Super-Prime Privilege Loan
CUST-12575,38,Gig-Worker,Rural,10300.0,812,12400.0,30.7,1,3400.0,26,Super-Prime Privilege Loan
CUST-12576,57,Salaried-Govt,Tier-2-Urban,10400.0,661,14800.0,15.4,1,2100.0,34,Standard Credit Builder Loan
CUST-12577,65,Salaried-Corporate,Tier-3-SemiUrban,4600.0,804,17200.0,40.6,1,2100.0,32,Enterprise Preferred Express Loan
CUST-12578,52,Self-Employed-Business,Tier-2-Urban,7500.0,672,20100.0,35.1,0,3200.0,40,Standard Credit Builder Loan
CUST-12579,56,Salaried-Corporate,Tier-1-Metro,9900.0,669,64900.0,42.8,0,4800.0,40,Standard Credit Builder Loan
CUST-12580,37,Self-Employed-Professional,Tier-2-Urban,6900.0,690,28000.0,11.0,1,1100.0,27,Enterprise Preferred Express Loan
CUST-12581,55,Self-Employed-Professional,Tier-2-Urban,35000.0,663,144700.0,53.3,2,19400.0,48,Guaranteed Secured Loan
CUST-12582,31,Gig-Worker,Rural,5400.0,772,31700.0,8.0,0,1100.0,11,Enterprise Preferred Express Loan
CUST-12583,41,Salaried-Govt,Tier-1-Metro,18200.0,730,58500.0,23.3,0,4500.0,22,Enterprise Preferred Express Loan
CUST-12584,46,Salaried-Govt,Tier-3-SemiUrban,15000.0,673,47200.0,39.9,1,6600.0,44,Standard Credit Builder Loan
CUST-12585,24,Self-Employed-Business,Tier-3-SemiUrban,8900.0,761,55000.0,10.1,1,1300.0,15,Super-Prime Privilege Loan
CUST-12586,54,Salaried-Corporate,Tier-2-Urban,5300.0,689,33700.0,11.9,0,1300.0,23,Enterprise Preferred Express Loan
CUST-12587,38,Salaried-Govt,Rural,5600.0,685,3400.0,11.6,1,1300.0,30,Enterprise Preferred Express Loan
CUST-12588,60,Salaried-Govt,Tier-1-Metro,6600.0,714,10400.0,35.3,3,2600.0,48,Enterprise Preferred Express Loan
CUST-12589,55,Salaried-Corporate,Rural,3100.0,745,6500.0,50.1,1,2200.0,46,Guaranteed Secured Loan
CUST-12590,61,Salaried-Govt,Tier-2-Urban,4900.0,739,15400.0,34.1,1,2400.0,36,Enterprise Preferred Express Loan
CUST-12591,49,Self-Employed-Professional,Tier-1-Metro,3700.0,683,9900.0,36.4,2,1700.0,48,Enterprise Preferred Express Loan
CUST-12592,49,Self-Employed-Professional,Tier-3-SemiUrban,20100.0,774,110800.0,24.3,0,5100.0,12,Super-Prime Privilege Loan
CUST-12593,58,Salaried-Corporate,Tier-2-Urban,13000.0,693,87200.0,8.9,1,1400.0,19,Enterprise Preferred Express Loan
CUST-12594,62,Salaried-Corporate,Tier-2-Urban,14400.0,661,27900.0,9.0,1,1600.0,29,Standard Credit Builder Loan
CUST-12595,41,Salaried-Corporate,Tier-2-Urban,12800.0,600,60400.0,49.8,1,6600.0,57,Standard Credit Builder Loan
CUST-12596,62,Self-Employed-Professional,Tier-1-Metro,9900.0,784,32300.0,12.8,2,1700.0,20,Super-Prime Privilege Loan
CUST-12597,33,Salaried-Corporate,Tier-2-Urban,21500.0,711,92300.0,55.0,0,12200.0,40,Guaranteed Secured Loan
CUST-12598,61,Self-Employed-Business,Tier-3-SemiUrban,6200.0,726,32000.0,15.7,0,1200.0,21,Enterprise Preferred Express Loan
CUST-12599,37,Salaried-Corporate,Tier-1-Metro,9500.0,788,68400.0,39.7,2,4400.0,32,Enterprise Preferred Express Loan
CUST-12600,29,Self-Employed-Business,Tier-1-Metro,14000.0,674,27200.0,52.6,0,8200.0,50,Guaranteed Secured Loan
CUST-12601,61,Salaried-Corporate,Tier-1-Metro,4100.0,607,4700.0,25.0,1,1800.0,47,Standard Credit Builder Loan
CUST-12602,21,Self-Employed-Business,Tier-1-Metro,35000.0,715,182100.0,42.5,1,15200.0,27,Enterprise Preferred Express Loan
CUST-12603,22,Salaried-Corporate,Tier-2-Urban,9100.0,733,31400.0,24.5,3,2900.0,37,Enterprise Preferred Express Loan
CUST-12604,49,Self-Employed-Business,Tier-3-SemiUrban,9800.0,690,16900.0,22.3,1,2900.0,35,Enterprise Preferred Express Loan
CUST-12605,53,Salaried-Corporate,Rural,19000.0,821,26200.0,17.5,1,4100.0,15,Super-Prime Privilege Loan
CUST-12606,30,Self-Employed-Business,Tier-2-Urban,15500.0,524,72700.0,46.6,1,8000.0,63,Guaranteed Secured Loan
CUST-12607,60,Self-Employed-Professional,Tier-1-Metro,9200.0,794,25300.0,20.1,3,2500.0,28,Super-Prime Privilege Loan
CUST-12608,41,Salaried-Corporate,Tier-3-SemiUrban,9700.0,769,77400.0,21.3,2,2400.0,23,Super-Prime Privilege Loan
CUST-12609,48,Self-Employed-Professional,Tier-3-SemiUrban,3600.0,744,12800.0,55.0,0,2200.0,44,Guaranteed Secured Loan
CUST-12610,31,Salaried-Govt,Tier-2-Urban,6400.0,460,13400.0,23.4,2,2000.0,67,Guaranteed Secured Loan
CUST-12611,54,Salaried-Corporate,Tier-2-Urban,12200.0,806,63600.0,27.9,2,3600.0,24,Super-Prime Privilege Loan
CUST-12612,28,Salaried-Govt,Tier-3-SemiUrban,11700.0,633,27300.0,54.5,1,7200.0,59,Guaranteed Secured Loan
CUST-12613,42,Salaried-Corporate,Tier-2-Urban,18600.0,672,78200.0,25.4,1,5100.0,32,Standard Credit Builder Loan
CUST-12614,28,Self-Employed-Business,Tier-1-Metro,8300.0,697,34200.0,25.2,1,2900.0,34,Enterprise Preferred Express Loan
CUST-12615,35,Self-Employed-Business,Tier-2-Urban,3900.0,741,15200.0,46.9,1,2500.0,43,Standard Credit Builder Loan
CUST-12616,37,Salaried-Corporate,Tier-1-Metro,16900.0,758,109400.0,22.7,1,4300.0,18,Super-Prime Privilege Loan
CUST-12617,43,Salaried-Govt,Tier-1-Metro,21200.0,777,45000.0,19.0,0,4300.0,15,Super-Prime Privilege Loan
CUST-12618,44,Self-Employed-Professional,Tier-1-Metro,15400.0,771,112100.0,27.9,0,4600.0,15,Super-Prime Privilege Loan
CUST-12619,65,Self-Employed-Professional,Tier-1-Metro,8100.0,729,52100.0,40.9,0,3900.0,34,Enterprise Preferred Express Loan
CUST-12620,39,Salaried-Govt,Tier-1-Metro,16800.0,741,50400.0,10.0,2,2400.0,22,Enterprise Preferred Express Loan
CUST-12621,25,Gig-Worker,Tier-1-Metro,35000.0,628,64900.0,25.6,1,9700.0,39,Standard Credit Builder Loan
CUST-12622,52,Salaried-Govt,Tier-2-Urban,9600.0,654,24900.0,24.3,1,2600.0,39,Standard Credit Builder Loan
CUST-12623,64,Salaried-Corporate,Tier-3-SemiUrban,4100.0,777,12300.0,19.5,2,1100.0,27,Enterprise Preferred Express Loan
CUST-12624,21,Self-Employed-Professional,Rural,6300.0,773,29500.0,38.8,1,2700.0,33,Enterprise Preferred Express Loan
CUST-12625,43,Salaried-Govt,Tier-1-Metro,13000.0,764,11000.0,21.6,2,3200.0,30,Super-Prime Privilege Loan
CUST-12626,57,Salaried-Govt,Tier-2-Urban,3400.0,671,25000.0,36.5,0,1900.0,40,Standard Credit Builder Loan
CUST-12627,28,Salaried-Govt,Rural,9900.0,778,12300.0,31.7,1,3500.0,30,Super-Prime Privilege Loan
CUST-12628,33,Self-Employed-Professional,Tier-1-Metro,11300.0,623,29300.0,18.2,1,2600.0,39,Standard Credit Builder Loan
CUST-12629,28,Self-Employed-Professional,Tier-2-Urban,22500.0,791,29700.0,20.5,0,5100.0,16,Super-Prime Privilege Loan
CUST-12630,43,Salaried-Govt,Tier-3-SemiUrban,19700.0,690,47800.0,16.0,0,3500.0,24,Enterprise Preferred Express Loan
CUST-12631,63,Salaried-Corporate,Tier-1-Metro,15000.0,836,101700.0,10.7,1,2200.0,5,Super-Prime Privilege Loan
CUST-12632,21,Salaried-Govt,Tier-3-SemiUrban,2400.0,596,12300.0,37.1,2,1400.0,59,Guaranteed Secured Loan
CUST-12633,65,Salaried-Govt,Tier-3-SemiUrban,15600.0,842,34400.0,39.6,1,6600.0,25,Enterprise Preferred Express Loan
CUST-12634,44,Salaried-Corporate,Tier-1-Metro,13700.0,683,96400.0,15.8,1,2800.0,23,Enterprise Preferred Express Loan
CUST-12635,55,Self-Employed-Business,Tier-1-Metro,10400.0,682,67700.0,36.9,1,4200.0,39,Enterprise Preferred Express Loan
CUST-12636,44,Salaried-Govt,Tier-1-Metro,3200.0,725,19700.0,54.2,0,2300.0,45,Guaranteed Secured Loan
CUST-12637,37,Salaried-Corporate,Tier-1-Metro,5600.0,658,38400.0,11.5,2,1400.0,34,Standard Credit Builder Loan
CUST-12638,25,Salaried-Corporate,Tier-2-Urban,4400.0,705,22600.0,31.0,0,2000.0,33,Enterprise Preferred Express Loan
CUST-12639,40,Salaried-Corporate,Tier-2-Urban,2700.0,655,11500.0,42.5,1,1600.0,51,Standard Credit Builder Loan
CUST-12640,41,Self-Employed-Professional,Tier-1-Metro,8900.0,657,29400.0,10.2,0,1600.0,26,Standard Credit Builder Loan
CUST-12641,60,Salaried-Corporate,Tier-3-SemiUrban,5500.0,747,12000.0,44.6,1,3100.0,42,Enterprise Preferred Express Loan
CUST-12642,51,Salaried-Corporate,Tier-1-Metro,35000.0,642,163800.0,54.0,2,19300.0,48,Guaranteed Secured Loan
CUST-12643,66,Salaried-Govt,Tier-1-Metro,8100.0,652,58100.0,12.2,4,1600.0,41,Standard Credit Builder Loan
CUST-12644,56,Salaried-Corporate,Tier-1-Metro,19500.0,607,96600.0,46.6,1,9500.0,51,Standard Credit Builder Loan
CUST-12645,31,Salaried-Corporate,Tier-2-Urban,3500.0,672,25900.0,25.8,0,1600.0,34,Standard Credit Builder Loan
CUST-12646,35,Salaried-Corporate,Tier-1-Metro,6500.0,808,20600.0,14.8,0,1300.0,12,Super-Prime Privilege Loan
CUST-12647,39,Salaried-Govt,Tier-1-Metro,9500.0,647,54300.0,31.2,0,3700.0,37,Standard Credit Builder Loan
CUST-12648,27,Salaried-Govt,Tier-1-Metro,5200.0,655,27900.0,11.4,1,1100.0,31,Standard Credit Builder Loan
CUST-12649,48,Salaried-Corporate,Tier-3-SemiUrban,7000.0,725,38700.0,32.5,1,2700.0,34,Enterprise Preferred Express Loan
CUST-12650,63,Salaried-Govt,Rural,7900.0,682,42200.0,8.9,2,1200.0,29,Enterprise Preferred Express Loan
CUST-12651,25,Gig-Worker,Tier-1-Metro,7800.0,850,16900.0,42.2,1,3700.0,28,Enterprise Preferred Express Loan
CUST-12652,25,Salaried-Corporate,Tier-1-Metro,27300.0,698,43100.0,30.9,0,8700.0,32,Enterprise Preferred Express Loan
CUST-12653,50,Salaried-Corporate,Tier-2-Urban,11200.0,735,87800.0,29.6,2,3600.0,31,Enterprise Preferred Express Loan
CUST-12654,52,Salaried-Corporate,Tier-2-Urban,11900.0,781,10000.0,17.2,2,2400.0,25,Super-Prime Privilege Loan
CUST-12655,28,Salaried-Govt,Tier-1-Metro,12400.0,779,49700.0,25.0,1,3600.0,22,Super-Prime Privilege Loan
CUST-12656,30,Self-Employed-Business,Tier-3-SemiUrban,12900.0,727,47600.0,16.5,2,2500.0,28,Enterprise Preferred Express Loan
CUST-12657,58,Salaried-Corporate,Tier-2-Urban,8500.0,698,27200.0,42.6,2,3800.0,49,Enterprise Preferred Express Loan
CUST-12658,67,Self-Employed-Business,Tier-2-Urban,7400.0,850,47100.0,17.4,1,1800.0,10,Super-Prime Privilege Loan
CUST-12659,52,Salaried-Corporate,Tier-2-Urban,9900.0,703,60300.0,37.0,2,3900.0,41,Enterprise Preferred Express Loan
CUST-12660,48,Salaried-Govt,Rural,17900.0,677,130500.0,21.1,1,4100.0,24,Standard Credit Builder Loan
CUST-12661,37,Self-Employed-Business,Tier-3-SemiUrban,17600.0,662,61000.0,38.9,1,7100.0,43,Standard Credit Builder Loan
CUST-12662,51,Salaried-Corporate,Tier-1-Metro,7800.0,580,36900.0,33.4,1,3100.0,52,Guaranteed Secured Loan
CUST-12663,28,Salaried-Govt,Tier-1-Metro,14200.0,772,102100.0,27.9,2,4200.0,24,Super-Prime Privilege Loan
CUST-12664,60,Salaried-Corporate,Tier-2-Urban,8000.0,534,63600.0,39.6,0,3500.0,55,Guaranteed Secured Loan
CUST-12665,45,Self-Employed-Business,Tier-1-Metro,9100.0,710,70700.0,27.5,1,3000.0,30,Enterprise Preferred Express Loan
CUST-12666,29,Salaried-Corporate,Tier-2-Urban,6700.0,695,39400.0,46.6,1,3400.0,46,Standard Credit Builder Loan
CUST-12667,22,Self-Employed-Professional,Tier-3-SemiUrban,8000.0,850,12600.0,42.3,1,3900.0,28,Enterprise Preferred Express Loan
CUST-12668,35,Salaried-Corporate,Tier-2-Urban,20000.0,573,13500.0,33.4,1,7100.0,55,Guaranteed Secured Loan
CUST-12669,23,Self-Employed-Professional,Rural,9500.0,642,63500.0,49.2,1,5400.0,52,Standard Credit Builder Loan
CUST-12670,56,Salaried-Corporate,Tier-1-Metro,9700.0,700,66000.0,47.0,0,5200.0,39,Standard Credit Builder Loan
CUST-12671,24,Self-Employed-Business,Tier-3-SemiUrban,3800.0,695,23200.0,33.0,2,2000.0,44,Enterprise Preferred Express Loan
CUST-12672,34,Salaried-Corporate,Tier-3-SemiUrban,7400.0,669,19200.0,11.2,1,1300.0,30,Standard Credit Builder Loan
CUST-12673,61,Self-Employed-Professional,Tier-1-Metro,7700.0,704,40800.0,34.6,2,3200.0,42,Enterprise Preferred Express Loan
CUST-12674,61,Salaried-Corporate,Tier-2-Urban,5400.0,616,15500.0,24.7,0,2100.0,41,Standard Credit Builder Loan
CUST-12675,45,Salaried-Corporate,Tier-1-Metro,9100.0,737,35300.0,33.4,1,3500.0,34,Enterprise Preferred Express Loan
CUST-12676,30,Salaried-Govt,Tier-3-SemiUrban,6900.0,536,23200.0,38.4,1,3200.0,62,Guaranteed Secured Loan
CUST-12677,41,Salaried-Corporate,Tier-2-Urban,9400.0,708,69100.0,38.3,1,4000.0,37,Enterprise Preferred Express Loan
CUST-12678,56,Salaried-Corporate,Tier-1-Metro,9600.0,665,21700.0,39.7,2,4300.0,51,Standard Credit Builder Loan
CUST-12679,32,Self-Employed-Professional,Tier-2-Urban,5000.0,786,24200.0,39.9,0,2200.0,29,Enterprise Preferred Express Loan
CUST-12680,47,Gig-Worker,Tier-2-Urban,7000.0,842,22500.0,13.1,1,1600.0,11,Super-Prime Privilege Loan
CUST-12681,60,Salaried-Corporate,Tier-1-Metro,9400.0,685,51400.0,17.0,1,2400.0,28,Enterprise Preferred Express Loan
CUST-12682,22,Self-Employed-Professional,Tier-1-Metro,18200.0,814,86200.0,37.6,1,7100.0,22,Enterprise Preferred Express Loan
CUST-12683,33,Salaried-Govt,Tier-1-Metro,10400.0,686,77300.0,27.2,1,3500.0,32,Enterprise Preferred Express Loan
CUST-12684,52,Salaried-Corporate,Tier-2-Urban,6000.0,638,7600.0,43.9,0,3000.0,51,Standard Credit Builder Loan
CUST-12685,51,Self-Employed-Business,Tier-3-SemiUrban,11400.0,841,24600.0,13.9,1,1900.0,11,Super-Prime Privilege Loan
CUST-12686,36,Self-Employed-Business,Tier-3-SemiUrban,24900.0,749,155600.0,17.0,0,4800.0,7,Enterprise Preferred Express Loan
CUST-12687,52,Gig-Worker,Tier-2-Urban,15500.0,710,50600.0,34.2,1,5500.0,36,Enterprise Preferred Express Loan
CUST-12688,52,Salaried-Corporate,Tier-3-SemiUrban,12400.0,762,21600.0,31.5,0,4400.0,27,Super-Prime Privilege Loan
CUST-12689,54,Self-Employed-Business,Tier-1-Metro,13800.0,731,59000.0,20.5,1,3000.0,24,Enterprise Preferred Express Loan
CUST-12690,31,Salaried-Corporate,Tier-2-Urban,21200.0,705,114300.0,27.2,1,6300.0,26,Enterprise Preferred Express Loan
CUST-12691,30,Salaried-Corporate,Tier-1-Metro,17100.0,611,14300.0,9.6,2,2100.0,40,Standard Credit Builder Loan
CUST-12692,35,Salaried-Corporate,Tier-1-Metro,12600.0,690,33900.0,9.7,1,2000.0,25,Enterprise Preferred Express Loan
CUST-12693,37,Gig-Worker,Tier-2-Urban,17000.0,757,111700.0,12.5,0,2800.0,7,Super-Prime Privilege Loan
CUST-12694,60,Self-Employed-Professional,Tier-1-Metro,4700.0,701,20700.0,35.1,1,1900.0,41,Enterprise Preferred Express Loan
CUST-12695,38,Self-Employed-Business,Tier-2-Urban,3600.0,778,2800.0,48.6,1,2200.0,41,Standard Credit Builder Loan
CUST-12696,29,Salaried-Govt,Tier-3-SemiUrban,9800.0,739,25600.0,20.2,0,2700.0,23,Enterprise Preferred Express Loan
CUST-12697,45,Salaried-Corporate,Tier-1-Metro,9300.0,644,49200.0,9.6,1,1500.0,29,Standard Credit Builder Loan
CUST-12698,60,Salaried-Corporate,Tier-1-Metro,6500.0,611,13000.0,41.3,1,3200.0,56,Standard Credit Builder Loan
CUST-12699,34,Salaried-Corporate,Tier-3-SemiUrban,14700.0,698,98600.0,48.2,0,7600.0,37,Standard Credit Builder Loan
CUST-12700,45,Salaried-Corporate,Tier-3-SemiUrban,2900.0,671,16200.0,14.5,0,900.0,28,Standard Credit Builder Loan
CUST-12701,42,Self-Employed-Business,Tier-1-Metro,6500.0,735,26200.0,26.1,0,2200.0,27,Enterprise Preferred Express Loan
CUST-12702,50,Salaried-Govt,Tier-1-Metro,6700.0,656,49400.0,15.5,1,1700.0,31,Standard Credit Builder Loan
CUST-12703,40,Salaried-Corporate,Tier-2-Urban,3400.0,664,11700.0,13.0,0,700.0,29,Standard Credit Builder Loan
CUST-12704,41,Salaried-Corporate,Tier-2-Urban,22000.0,789,49800.0,38.5,1,9300.0,29,Enterprise Preferred Express Loan
CUST-12705,64,Salaried-Corporate,Tier-1-Metro,4000.0,721,21800.0,53.5,0,2500.0,45,Guaranteed Secured Loan
CUST-12706,52,Salaried-Govt,Tier-1-Metro,6300.0,657,30200.0,39.9,1,3000.0,48,Standard Credit Builder Loan
CUST-12707,66,Self-Employed-Professional,Tier-3-SemiUrban,15400.0,711,46400.0,54.3,0,8600.0,44,Guaranteed Secured Loan
CUST-12708,41,Self-Employed-Business,Tier-2-Urban,13200.0,813,40600.0,28.4,1,4300.0,21,Super-Prime Privilege Loan
CUST-12709,55,Self-Employed-Professional,Rural,4600.0,732,16000.0,50.2,2,2700.0,50,Guaranteed Secured Loan
CUST-12710,52,Salaried-Govt,Tier-3-SemiUrban,13500.0,754,36200.0,17.6,1,2700.0,22,Super-Prime Privilege Loan
CUST-12711,50,Salaried-Corporate,Rural,10700.0,654,62300.0,13.5,1,2200.0,29,Standard Credit Builder Loan
CUST-12712,59,Salaried-Corporate,Tier-1-Metro,35000.0,787,188500.0,41.0,1,14800.0,17,Enterprise Preferred Express Loan
CUST-12713,32,Self-Employed-Professional,Tier-3-SemiUrban,11400.0,850,43400.0,25.5,0,3400.0,11,Super-Prime Privilege Loan
CUST-12714,61,Self-Employed-Business,Tier-1-Metro,8200.0,651,28600.0,22.9,0,2400.0,34,Standard Credit Builder Loan
CUST-12715,67,Salaried-Corporate,Tier-2-Urban,5400.0,621,17500.0,39.6,0,2400.0,49,Standard Credit Builder Loan
CUST-12716,38,Salaried-Govt,Tier-2-Urban,5700.0,723,15000.0,23.7,0,1800.0,28,Enterprise Preferred Express Loan
CUST-12717,41,Salaried-Govt,Tier-1-Metro,5500.0,776,6300.0,34.9,0,2300.0,29,Enterprise Preferred Express Loan
CUST-12718,33,Self-Employed-Business,Tier-3-SemiUrban,20400.0,703,51200.0,22.1,1,5000.0,29,Enterprise Preferred Express Loan
CUST-12719,41,Self-Employed-Professional,Tier-3-SemiUrban,9100.0,631,26500.0,44.8,0,4800.0,50,Standard Credit Builder Loan
